CustomerID,total_orders,total_spent,festival_orders,inactive_days,returns_count,discount_usage_rate,app_sessions_per_month,days_since_last_purchase,avg_order_value,seasonal_engagement_ratio,loyalty_score
48,77,79950,43,112,0,0.24,41,242,1038.3116883116884,0.5584415584415584,1.29
49,43,8749,58,196,12,0.62,27,191,203.46511627906975,1.0,0.87
50,22,25182,7,163,8,0.29,10,236,1144.6363636363635,0.3181818181818182,0.79
51,8,78450,53,309,4,0.14,23,235,9806.25,1.0,0.46
52,93,81543,31,55,3,0.25,33,97,876.8064516129032,0.3333333333333333,1.39
53,64,97487,22,9,2,0.47,26,72,1523.234375,0.34375,1.38
54,18,111227,16,132,2,0.92,13,184,6179.277777777777,0.8888888888888888,0.99
55,13,153455,13,151,12,0.39,31,260,11804.23076923077,1.0,0.49
56,94,79578,16,190,2,0.06,27,55,846.5744680851063,0.1702127659574468,1.16
57,57,117258,24,283,0,0.02,13,115,2057.157894736842,0.4210526315789473,0.9
58,6,157484,20,276,1,0.21,48,189,26247.33333333333,1.0,0.76
59,88,14181,54,242,10,0.05,55,65,161.14772727272728,0.6136363636363636,1.06
60,96,45898,5,331,13,0.37,58,61,478.1041666666667,0.0520833333333333,0.93
61,64,191702,19,275,14,0.38,47,215,2995.34375,0.296875,0.87
62,75,4405,48,189,6,0.97,34,77,58.73333333333333,0.64,1.1
63,48,11862,19,114,2,0.31,47,309,247.125,0.3958333333333333,1.2
64,12,186751,57,351,5,0.6,7,44,15562.583333333334,1.0,0.42
65,51,29688,25,306,3,0.82,44,312,582.1176470588235,0.4901960784313725,0.88
66,39,49017,31,357,9,0.51,12,350,1256.8461538461538,0.7948717948717948,0.6
67,82,13939,7,295,4,0.7,5,23,169.9878048780488,0.0853658536585365,0.9
68,85,105152,44,233,7,0.97,38,149,1237.0823529411764,0.5176470588235295,1.06
69,40,40585,47,340,1,0.32,6,359,1014.625,1.0,0.74
70,54,117315,43,80,9,0.07,26,77,2172.5,0.7962962962962963,1.16
71,8,105447,58,192,4,0.43,19,223,13180.875,1.0,0.64
72,6,155014,28,363,1,0.54,15,315,25835.666666666668,1.0,0.55
73,10,137344,16,257,11,0.58,9,254,13734.4,1.0,0.16
74,58,176206,17,230,13,0.74,13,282,3038.0344827586205,0.293103448275862,0.86
75,8,156337,39,13,8,0.9,35,216,19542.125,1.0,0.67
76,58,180264,17,13,1,0.5,47,89,3108.0,0.293103448275862,1.41
77,97,160740,10,43,0,0.14,34,175,1657.1134020618556,0.1030927835051546,1.44
78,67,82560,44,209,3,0.4,34,250,1232.238805970149,0.6567164179104478,1.07
79,22,98435,11,39,11,0.16,29,132,4474.318181818182,0.5,0.95
80,94,70283,14,33,6,0.18,39,85,747.6914893617021,0.1489361702127659,1.42
81,48,10297,25,234,14,0.0,27,327,214.52083333333331,0.5208333333333334,0.81
82,38,65005,56,320,1,0.93,46,70,1710.657894736842,1.0,0.85
83,78,129833,2,233,10,0.75,45,326,1664.525641025641,0.0256410256410256,1.03
84,66,190506,2,273,9,0.1,12,171,2886.454545454545,0.0303030303030303,0.86
85,18,196821,37,289,8,0.92,39,329,10934.5,1.0,0.58
86,99,133679,34,342,11,0.87,2,2,1350.292929292929,0.3434343434343434,0.82
87,52,131654,8,335,0,0.91,47,7,2531.8076923076924,0.1538461538461538,0.87
88,19,191255,42,228,0,0.1,36,1,10066.052631578948,1.0,0.94
89,76,87994,39,317,14,0.08,53,135,1157.8157894736842,0.5131578947368421,0.86
90,82,57305,3,127,7,0.07,18,9,698.8414634146342,0.0365853658536585,1.18
91,91,160045,53,325,4,0.97,56,48,1758.7362637362637,0.5824175824175825,0.98
92,66,155189,55,208,11,0.66,6,311,2351.348484848485,0.8333333333333334,0.94
93,44,123688,19,303,11,0.18,30,205,2811.090909090909,0.4318181818181818,0.72
94,89,8645,14,79,8,0.93,21,95,97.13483146067416,0.1573033707865168,1.28
95,84,43238,28,294,7,0.44,56,316,514.7380952380952,0.3333333333333333,0.99
96,86,70694,4,175,5,0.79,22,122,822.0232558139535,0.0465116279069767,1.14
97,57,173845,38,232,3,0.64,57,326,3049.9122807017543,0.6666666666666666,1.04
98,28,17786,39,325,13,0.65,11,78,635.2142857142857,1.0,0.48
99,30,41693,6,335,5,0.44,39,305,1389.7666666666669,0.2,0.7
100,93,97447,7,264,1,0.39,40,158,1047.8172043010752,0.075268817204301,1.07
101,64,158650,31,284,4,0.16,42,22,2478.90625,0.484375,0.94
102,45,178480,35,117,9,0.07,7,244,3966.222222222222,0.7777777777777778,1.01
103,33,70702,32,165,14,0.93,7,260,2142.4848484848485,0.9696969696969696,0.77
104,19,85845,53,317,2,0.94,31,93,4518.1578947368425,1.0,0.73
105,49,16076,36,141,2,0.64,56,66,328.0816326530612,0.7346938775510204,1.18
106,69,20377,31,246,13,0.39,6,30,295.3188405797101,0.4492753623188406,0.87
107,93,141350,42,176,0,0.03,26,152,1519.8924731182797,0.4516129032258064,1.2
108,75,196880,35,298,13,0.45,36,336,2625.0666666666666,0.4666666666666667,0.87
109,13,128368,33,343,10,0.66,9,25,9874.46153846154,1.0,0.23
110,92,34539,48,263,7,0.3,56,65,375.4239130434783,0.5217391304347826,1.06
111,5,127552,24,167,9,0.34,36,359,25510.4,1.0,-0.07
112,12,143512,43,24,2,0.47,3,272,11959.333333333334,1.0,1.1
113,92,27245,31,190,0,0.49,57,311,296.14130434782606,0.3369565217391304,1.23
114,67,154169,1,14,3,0.74,44,155,2301.0298507462685,0.0149253731343283,1.41
115,15,68092,8,15,12,0.5,31,349,4539.466666666666,0.5333333333333333,0.79
116,85,110454,37,309,0,0.85,53,124,1299.4588235294118,0.4352941176470588,1.01
117,12,133223,28,126,0,0.48,30,68,11101.916666666666,1.0,1.08
118,39,153770,37,266,0,0.03,31,102,3942.8205128205127,0.9487179487179488,0.92
119,39,149673,17,27,1,0.14,43,364,3837.769230769231,0.4358974358974359,1.32
120,37,158879,21,262,11,0.72,43,41,4294.027027027027,0.5675675675675675,0.77
121,9,177374,34,293,0,0.45,40,196,19708.222222222223,1.0,0.82
122,45,140111,14,151,11,0.46,30,162,3113.5777777777776,0.3111111111111111,0.98
123,32,48427,6,67,5,0.98,9,162,1513.34375,0.1875,1.09
124,11,72839,12,36,14,0.57,6,220,6621.727272727273,1.0,0.42
125,77,190121,41,34,6,0.12,25,1,2469.103896103896,0.5324675324675324,1.34
126,76,151125,35,133,0,0.43,30,87,1988.4868421052631,0.4605263157894737,1.23
127,16,117801,15,160,9,0.56,26,230,7362.5625,0.9375,0.69
128,38,111845,40,223,0,0.04,3,293,2943.2894736842104,1.0,0.93
129,37,87298,20,109,14,0.36,22,339,2359.4054054054054,0.5405405405405406,0.93
130,52,90147,27,101,13,0.97,42,187,1733.5961538461538,0.5192307692307693,1.1
131,27,56413,9,354,10,0.75,45,115,2089.3703703703704,0.3333333333333333,0.55
132,66,66958,18,181,9,0.37,9,332,1014.5151515151516,0.2727272727272727,1.0
133,92,32275,16,146,14,0.26,50,321,350.8152173913044,0.1739130434782608,1.2
134,41,27597,0,215,8,0.28,35,13,673.0975609756098,0.0,0.9
135,48,78521,12,138,8,0.83,7,257,1635.8541666666667,0.25,1.01
136,90,95243,35,326,0,0.4,37,173,1058.2555555555557,0.3888888888888889,0.96
137,95,69908,46,187,10,0.84,48,74,735.8736842105263,0.4842105263157895,1.16
138,39,56188,57,87,7,0.91,9,142,1440.7179487179487,1.0,1.06
139,69,35710,41,246,2,0.46,27,127,517.536231884058,0.5942028985507246,1.0
140,51,119493,19,185,6,0.95,28,101,2343.0,0.3725490196078431,1.01
141,82,181122,40,87,0,0.3,45,212,2208.8048780487807,0.4878048780487805,1.35
142,7,50249,39,333,6,0.26,44,248,7178.428571428572,1.0,0.24
143,5,35247,51,151,10,0.11,33,250,7049.4,1.0,-0.17
144,9,27408,5,266,0,0.25,56,47,3045.333333333333,0.5555555555555556,0.9
145,94,77313,22,199,2,0.77,59,187,822.4787234042553,0.2340425531914893,1.21
146,18,6443,41,334,11,0.4,54,348,357.94444444444446,1.0,0.44
147,31,131270,23,245,13,0.15,50,313,4234.5161290322585,0.7419354838709677,0.72
148,13,132151,51,215,6,0.11,6,65,10165.46153846154,1.0,0.61
149,83,97818,48,73,0,0.49,17,196,1178.5301204819275,0.5783132530120482,1.32
150,19,170417,4,159,13,0.54,23,70,8969.315789473685,0.2105263157894736,0.62
151,94,144973,31,254,8,0.79,25,58,1542.2659574468084,0.3297872340425531,1.02
152,46,199831,45,16,4,0.71,19,179,4344.152173913043,0.9782608695652174,1.27
153,81,174804,16,137,12,0.17,52,318,2158.074074074074,0.1975308641975308,1.19
154,55,149579,10,5,1,0.28,29,108,2719.6181818181817,0.1818181818181818,1.38
155,67,82785,26,218,3,0.69,31,204,1235.597014925373,0.3880597014925373,1.04
156,56,127691,3,0,7,0.18,6,283,2280.1964285714284,0.0535714285714285,1.28
157,8,36391,22,63,3,0.8,37,184,4548.875,1.0,0.97
158,98,35171,22,208,9,0.66,34,29,358.88775510204084,0.2244897959183673,1.12
159,27,183802,48,0,4,0.54,24,43,6807.481481481482,1.0,1.23
160,19,116019,56,356,14,0.64,58,17,6106.263157894737,1.0,0.34
161,47,8485,33,188,1,0.1,10,40,180.53191489361703,0.7021276595744681,1.02
162,33,128628,20,246,4,0.55,58,254,3897.818181818182,0.6060606060606061,0.92
163,40,111104,21,256,6,0.45,59,91,2777.6,0.525,0.91
164,17,116427,0,173,8,0.51,11,185,6848.64705882353,0.0,0.7
165,36,91153,31,108,7,0.34,24,356,2532.027777777778,0.8611111111111112,1.04
166,75,38748,27,59,13,0.47,2,187,516.64,0.36,1.19
167,63,135950,17,42,9,0.88,50,109,2157.936507936508,0.2698412698412698,1.3
168,90,134021,6,37,10,0.34,58,243,1489.1222222222225,0.0666666666666666,1.41
169,32,152953,53,362,5,0.04,29,43,4779.78125,1.0,0.65
170,70,183378,37,257,12,0.26,16,122,2619.6857142857143,0.5285714285714286,0.88
171,46,88150,5,81,8,0.45,23,84,1916.304347826087,0.108695652173913,1.12
172,49,90364,13,220,6,0.53,35,15,1844.1632653061224,0.2653061224489796,0.96
173,66,116925,29,110,2,0.43,57,87,1771.590909090909,0.4393939393939394,1.28
174,61,10958,54,264,10,0.83,43,10,179.63934426229508,0.8852459016393442,0.91
175,10,191257,57,135,14,0.92,22,324,19125.7,1.0,0.21
176,32,140769,43,335,11,0.49,35,289,4399.03125,1.0,0.59
177,32,88160,45,317,12,0.08,6,265,2755.0,1.0,0.55
178,48,16493,13,22,0,0.42,56,11,343.6041666666667,0.2708333333333333,1.4
179,88,174873,43,348,4,0.18,23,224,1987.1931818181815,0.4886363636363636,0.87
180,34,22199,40,58,8,0.28,23,199,652.9117647058823,1.0,1.09
181,66,197864,8,265,7,0.83,30,90,2997.939393939394,0.1212121212121212,0.93
182,79,166560,30,139,14,0.54,37,264,2108.354430379746,0.379746835443038,1.14
183,96,31493,1,115,5,0.83,42,325,328.0520833333333,0.0104166666666666,1.3
184,93,112545,17,203,12,0.99,20,194,1210.1612903225807,0.1827956989247312,1.06
185,66,50002,4,157,13,0.55,11,130,757.6060606060606,0.0606060606060606,1.01
186,5,24731,25,329,7,0.91,24,333,4946.2,1.0,-0.12
187,31,139148,22,195,7,0.68,57,9,4488.645161290323,0.7096774193548387,0.94
188,66,2071,11,211,2,0.1,18,327,31.37878787878788,0.1666666666666666,1.04
189,81,100926,13,40,11,0.42,27,76,1246.0,0.1604938271604938,1.31
190,7,128872,59,358,14,0.66,53,4,18410.285714285717,1.0,-0.46
191,74,199674,12,6,5,0.71,7,245,2698.297297297297,0.1621621621621621,1.35
192,76,42410,34,349,6,0.86,48,31,558.0263157894736,0.4473684210526316,0.86
193,31,186399,46,104,1,0.64,21,224,6012.870967741936,1.0,1.13
194,13,95948,14,307,12,0.09,56,228,7380.615384615385,1.0,0.29
195,66,193144,34,44,10,0.14,15,41,2926.4242424242425,0.5151515151515151,1.23
196,41,42041,51,37,6,0.33,8,135,1025.3902439024391,1.0,1.17
197,55,124616,18,163,9,0.29,28,194,2265.7454545454543,0.3272727272727272,1.03
198,48,54326,14,80,5,0.22,21,75,1131.7916666666667,0.2916666666666667,1.17
199,28,170621,50,340,1,0.62,8,178,6093.607142857143,1.0,0.71
200,83,54096,7,57,1,0.43,28,60,651.7590361445783,0.0843373493975903,1.36
201,63,187650,22,301,5,0.68,34,303,2978.5714285714284,0.3492063492063492,0.88
202,36,178462,12,122,2,0.39,47,57,4957.277777777777,0.3333333333333333,1.15
203,92,178124,22,194,5,0.27,15,340,1936.1304347826087,0.2391304347826087,1.11
204,56,44167,30,192,8,0.55,44,278,788.6964285714286,0.5357142857142857,1.03
205,66,186659,29,103,9,0.1,43,345,2828.1666666666665,0.4393939393939394,1.2
206,62,62292,41,111,11,0.99,37,274,1004.7096774193548,0.6612903225806451,1.14
207,56,76419,1,131,14,0.66,53,202,1364.625,0.0178571428571428,1.08
208,16,174211,10,95,0,0.12,27,190,10888.1875,0.625,1.14
209,43,88753,24,82,2,0.62,41,268,2064.0232558139537,0.5581395348837209,1.23
210,6,142779,28,169,1,0.07,26,29,23796.5,1.0,0.89
211,7,145212,21,48,10,0.51,12,259,20744.571428571428,1.0,0.31
212,60,12093,18,134,2,0.29,34,26,201.55,0.3,1.18
213,85,105089,8,264,1,0.7,31,212,1236.3411764705882,0.0941176470588235,1.03
214,63,73043,40,198,2,0.49,3,180,1159.4126984126983,0.6349206349206349,1.02
215,6,125534,37,282,14,0.79,26,212,20922.33333333333,1.0,-0.6
216,6,137902,28,34,14,0.23,57,78,22983.666666666668,1.0,-0.13
217,96,162680,9,343,11,0.66,54,362,1694.5833333333333,0.09375,0.92
218,58,103865,21,203,3,0.69,6,169,1790.7758620689656,0.3620689655172414,0.99
219,91,125678,23,240,12,0.48,58,250,1381.076923076923,0.2527472527472527,1.07
220,5,48287,7,348,6,0.86,20,141,9657.4,1.0,-0.04
221,23,34427,46,322,1,0.15,51,168,1496.8260869565215,1.0,0.8
222,6,160467,5,42,1,0.76,40,92,26744.5,0.8333333333333334,1.13
223,57,130849,6,263,14,0.13,17,51,2295.59649122807,0.1052631578947368,0.8
224,48,110839,19,77,1,0.16,41,352,2309.145833333333,0.3958333333333333,1.26
225,94,93662,16,35,12,0.2,1,164,996.4042553191488,0.1702127659574468,1.3
226,36,18970,35,303,5,0.66,13,270,526.9444444444445,0.9722222222222222,0.73
227,74,71218,7,173,7,0.64,18,256,962.4054054054054,0.0945945945945946,1.08
228,36,75362,59,134,3,0.45,52,154,2093.3888888888887,1.0,1.12
229,72,155443,12,329,11,0.31,21,194,2158.930555555556,0.1666666666666666,0.79
230,59,151338,23,139,9,0.61,52,201,2565.0508474576272,0.3898305084745763,1.13
231,79,151267,45,54,2,0.14,12,50,1914.772151898734,0.569620253164557,1.32
232,60,111949,49,251,8,0.63,44,327,1865.8166666666664,0.8166666666666667,0.95
233,21,127895,30,278,0,0.01,12,218,6090.238095238095,1.0,0.82
234,42,28315,22,179,9,0.14,26,38,674.1666666666666,0.5238095238095238,0.93
235,28,84804,16,12,1,0.71,42,289,3028.714285714286,0.5714285714285714,1.31
236,73,42581,49,203,11,0.87,40,331,583.3013698630137,0.6712328767123288,1.04
237,74,177609,45,308,6,0.08,28,226,2400.1216216216217,0.6081081081081081,0.89
238,90,98357,23,62,11,0.64,44,146,1092.8555555555556,0.2555555555555555,1.34
239,15,120761,42,73,2,0.06,25,159,8050.733333333334,1.0,1.09
240,20,114984,9,306,11,0.88,21,335,5749.2,0.45,0.46
241,77,93449,30,154,8,0.39,48,222,1213.6233766233763,0.3896103896103896,1.17
242,63,154256,44,6,14,0.74,50,235,2448.5079365079364,0.6984126984126984,1.31
243,74,155351,19,305,0,0.17,49,333,2099.337837837838,0.2567567567567567,0.98
244,84,158642,15,342,11,0.86,11,133,1888.595238095238,0.1785714285714285,0.79
245,97,131522,13,152,8,0.43,9,212,1355.8969072164948,0.134020618556701,1.16
246,7,44030,2,43,5,0.21,53,296,6290.0,0.2857142857142857,0.82
247,24,63245,29,35,0,0.57,35,319,2635.208333333333,1.0,1.27
248,63,187539,17,96,8,0.29,36,338,2976.809523809524,0.2698412698412698,1.2
249,40,36133,58,164,8,0.29,49,43,903.325,1.0,1.01
250,23,175877,5,233,12,0.11,29,2,7646.826086956522,0.217391304347826,0.62
251,94,44998,19,102,9,0.21,40,332,478.7021276595744,0.202127659574468,1.29
252,71,149310,34,6,14,0.8,17,250,2102.957746478873,0.4788732394366197,1.28
253,23,116603,18,93,10,0.52,37,243,5069.695652173913,0.782608695652174,0.92
254,24,49245,25,120,4,0.35,48,280,2051.875,1.0,1.06
255,75,24557,34,364,6,0.93,49,73,327.4266666666667,0.4533333333333333,0.84
256,56,71474,11,36,2,0.8,8,163,1276.321428571429,0.1964285714285714,1.28
257,37,197739,7,20,12,0.31,53,183,5344.2972972972975,0.1891891891891892,1.17
258,44,92228,56,97,7,0.11,44,45,2096.090909090909,1.0,1.14
259,43,66074,56,301,12,0.18,47,303,1536.6046511627908,1.0,0.74
260,86,59204,36,20,2,0.68,5,349,688.4186046511628,0.4186046511627907,1.38
261,5,157647,48,231,9,0.56,23,51,31529.4,1.0,-0.2
262,15,152141,9,353,6,0.98,54,285,10142.733333333334,0.6,0.53
263,96,156472,20,71,3,0.01,10,360,1629.9166666666667,0.2083333333333333,1.32
264,61,156218,48,351,4,0.88,47,178,2560.9508196721317,0.7868852459016393,0.83
265,93,7846,40,51,6,0.01,41,123,84.36559139784946,0.4301075268817204,1.39
266,54,172424,44,221,14,0.42,47,249,3193.037037037037,0.8148148148148148,0.91
267,27,24694,41,284,1,0.92,15,14,914.5925925925926,1.0,0.81
268,35,22740,28,324,3,0.66,16,156,649.7142857142857,0.8,0.74
269,98,181510,30,166,6,0.58,27,58,1852.142857142857,0.3061224489795918,1.19
270,46,31996,39,282,2,0.31,59,33,695.5652173913044,0.8478260869565217,0.94
271,11,64874,6,204,12,0.97,32,360,5897.636363636364,0.5454545454545454,0.3
272,20,98661,33,137,3,0.17,56,72,4933.05,1.0,1.05
273,94,107945,33,35,9,0.27,40,51,1148.351063829787,0.351063829787234,1.4
274,64,191754,29,94,14,0.45,51,324,2996.15625,0.453125,1.18
275,6,176272,3,15,11,0.13,45,29,29378.666666666668,0.5,0.18
276,5,23970,40,236,7,0.42,46,291,4794.0,1.0,0.08
277,52,142967,29,163,2,0.04,35,102,2749.3653846153848,0.5576923076923077,1.11
278,16,170143,24,89,11,0.92,37,127,10633.9375,1.0,0.76
279,73,184340,13,107,8,0.32,24,311,2525.205479452055,0.1780821917808219,1.19
280,41,154330,23,83,4,0.63,31,164,3764.1463414634154,0.5609756097560976,1.17
281,36,89890,42,254,1,0.87,51,360,2496.9444444444443,1.0,0.96
282,13,58300,30,164,13,0.82,35,128,4484.615384615385,1.0,0.43
283,23,62915,52,199,7,0.87,16,147,2735.4347826086955,1.0,0.78
284,52,140516,38,323,9,0.72,40,177,2702.230769230769,0.7307692307692307,0.78
285,84,76147,27,314,7,0.19,36,124,906.5119047619048,0.3214285714285714,0.92
286,7,77064,24,156,12,0.37,12,277,11009.142857142857,1.0,-0.04
287,24,67535,18,30,12,0.51,16,247,2813.958333333333,0.75,0.94
288,28,4760,3,65,0,0.34,49,181,170.0,0.1071428571428571,1.26
289,58,168956,33,88,8,0.96,5,123,2913.0344827586205,0.5689655172413793,1.13
290,37,103715,31,258,1,0.81,47,80,2803.108108108108,0.8378378378378378,0.95
291,28,126491,24,252,13,0.8,5,70,4517.535714285715,0.8571428571428571,0.59
292,79,158094,54,233,3,0.36,20,346,2001.1898734177216,0.6835443037974683,1.03
293,76,186576,21,106,5,0.75,48,1,2454.9473684210525,0.2763157894736842,1.27
294,40,131992,52,68,12,0.61,38,82,3299.8,1.0,1.08
295,42,175202,27,277,8,0.38,36,235,4171.476190476191,0.6428571428571429,0.81
296,88,175953,54,335,0,0.31,55,257,1999.465909090909,0.6136363636363636,0.98
297,93,63399,50,200,8,0.79,32,27,681.7096774193549,0.5376344086021505,1.12
298,29,168523,52,52,7,0.6,40,147,5811.137931034483,1.0,1.12
299,97,183485,17,240,11,0.04,11,90,1891.5979381443296,0.1752577319587628,1.0
300,22,63278,52,331,6,0.02,11,308,2876.2727272727275,1.0,0.57
301,86,114286,6,174,1,0.84,43,207,1328.906976744186,0.0697674418604651,1.21
302,70,161711,10,41,13,0.09,49,198,2310.157142857143,0.1428571428571428,1.29
303,58,166693,41,259,6,0.52,28,63,2874.0172413793102,0.7068965517241379,0.91
304,39,145151,10,209,1,0.61,12,351,3721.8205128205127,0.2564102564102564,0.96
305,84,138967,54,41,8,0.92,46,226,1654.3690476190477,0.6428571428571429,1.38
306,65,94515,8,352,11,0.51,31,253,1454.076923076923,0.123076923076923,0.74
307,45,53142,34,169,3,0.19,40,241,1180.9333333333334,0.7555555555555555,1.07
308,37,128157,55,258,1,0.26,30,323,3463.7027027027025,1.0,0.91
309,72,144624,36,336,4,0.05,20,235,2008.6666666666667,0.5,0.83
310,37,93930,22,203,8,0.22,27,340,2538.6486486486488,0.5945945945945946,0.88
311,18,180893,32,336,3,0.82,25,130,10049.611111111111,1.0,0.64
312,25,98812,0,162,4,0.76,50,37,3952.48,0.0,1.0
313,52,165702,19,104,7,0.08,34,181,3186.576923076923,0.3653846153846153,1.15
314,24,71063,4,177,2,0.48,35,201,2960.958333333333,0.1666666666666666,0.99
315,12,131990,28,190,5,0.3,43,225,10999.166666666666,1.0,0.75
316,11,13247,25,123,0,0.65,54,39,1204.2727272727273,1.0,1.13
317,71,18603,50,197,13,0.96,52,123,262.01408450704224,0.704225352112676,1.05
318,21,103099,37,98,2,0.63,5,159,4909.476190476191,1.0,1.04
319,37,177636,2,5,7,0.75,40,19,4800.972972972973,0.054054054054054,1.25
320,52,1527,20,287,9,0.4,39,298,29.365384615384617,0.3846153846153846,0.83
321,80,188593,58,266,9,0.03,8,179,2357.4125,0.725,0.91
322,63,6849,12,42,5,0.42,19,123,108.71428571428572,0.1904761904761904,1.28
323,90,51314,30,294,9,0.51,43,34,570.1555555555556,0.3333333333333333,0.97
324,26,177796,16,140,14,0.49,18,314,6838.307692307692,0.6153846153846154,0.75
325,34,18230,34,268,13,0.23,54,271,536.1764705882352,1.0,0.72
326,42,93229,22,38,3,0.47,16,29,2219.7380952380954,0.5238095238095238,1.23
327,55,73495,2,161,11,0.72,19,185,1336.2727272727273,0.0363636363636363,0.99
328,58,102390,52,194,7,0.31,15,242,1765.344827586207,0.896551724137931,0.98
329,12,174802,54,323,12,0.63,29,134,14566.833333333334,1.0,0.16
330,31,92937,44,103,2,0.15,15,46,2997.967741935484,1.0,1.1
331,31,114723,1,244,1,0.28,29,361,3700.741935483871,0.032258064516129,0.92
332,25,4323,2,64,9,0.88,17,71,172.92,0.08,0.98
333,34,132517,19,200,7,0.63,15,27,3897.558823529412,0.5588235294117647,0.86
334,32,83945,47,241,11,0.09,40,217,2623.28125,1.0,0.76
335,68,142035,52,6,3,0.26,11,129,2088.75,0.7647058823529411,1.36
336,73,182583,43,218,11,0.99,3,73,2501.1369863013697,0.589041095890411,0.94
337,65,121801,56,2,8,0.27,13,150,1873.8615384615384,0.8615384615384616,1.31
338,52,147509,8,341,10,0.58,38,150,2836.7115384615386,0.1538461538461538,0.73
339,23,148927,47,304,2,0.55,9,124,6475.086956521739,1.0,0.72
340,8,82947,3,313,8,0.4,55,198,10368.375,0.375,0.22
341,39,142919,24,283,9,0.03,20,349,3664.589743589744,0.6153846153846154,0.73
342,68,135308,51,21,5,0.28,54,311,1989.8235294117649,0.75,1.4
343,53,62897,49,93,14,0.95,48,209,1186.7358490566037,0.9245283018867924,1.12
344,21,119636,57,356,14,0.02,26,111,5696.952380952381,1.0,0.32
345,48,14487,0,70,13,0.72,57,224,301.8125,0.0,1.16
